Elexon ID,Name,Minor FLOP,Major FLOP,P(Gross),Q Gross,Q net,Embedded Storage,Embedded Solar,Embedded Wind,Embedded Hydro,Embedded Other,Dx Storage Demand,Micro storage Demand,DSR
NORT_1,Norton,Q4,Q,135.88,-5.839,-69.17039805,20.053,103.482,32.353,1.313,107.598,0,0,N/A for summer
NORL_3,Norton Lees,P3,P,14.114,-3.648,-6.746099048,0.016,2.001,0,0.139,0,0,0,N/A for summer
NORM_1,Norwich Main,J3,J,1.638,-69.93,-92.01485591,15.788,341.849,91.19,0.024,54.236,0,0,N/A for summer
NURS_1,Nursling,B2,B,114.033,14.335,-28.43333885,10.244,118.194,0.055,6.02,22.062,0,0,N/A for summer
OCKH_1,Ocker Hill,L2,L,33.184,12.84,-4.851731637,41.494,6.647,0.004,0,59.4,0,0,N/A for summer
OFFE_3,Offerton,Q4,Q,17.264,0.137,-4.505773021,0.031,3.834,0.006,0,3.1,0,0,N/A for summer
OLDB_1,Oldbury,L2,L,31.933,4.335,-21.28677032,0.075,9.334,0,0,37.325,0,0,N/A for summer
ORMO,Ormonde,R5,R,77.471,0,0,0,0,0,0,0,0,0,N/A for summer
ORRI_P,Orrin,T1,T,0,0,0,0,0,1,0,0,0,0,N/A for summer
OSBA_1,Osbaldwick,P6,P,88.296,-56.22,-58.65193913,3.177,45.538,4.1,5.933,26.211,0,0,N/A for summer
PADIB1,Padiham,N5,N,82.792,-28.295,-28.295,0.167,20.697,29.688,0.258,14.455,0,0,N/A for summer
PAIS,Paisley,S6,S,11.735,-1.382,-4.989876658,0.003,0.379,0,0,4.252,0,0,N/A for summer
PART,Partick,S5,S,12.825,-0.54,-2.279694417,0.002,0.244,0,0,0,0,0,N/A for summer
PELH_1,Pelham,D5,D,61.592,-19.51,-31.98070579,105.26,194.238,0.58,0,33.737,0,0,N/A for summer
PEMB_1,Pembroke,H6,H,66.614,33.879,-14.81223911,0.176,210.121,18.345,0.548,1.869,0,0,N/A for summer
PENN_1,Penn,L1,L,73.67,30.833,-29.56694,0.037,4.574,0.011,0,60.249,0,0,N/A for summer
PENT_1,Pentir,M6,M,29.525,-13.542,-13.542,0.136,41.855,62.399,5.85,3.574,0,0,N/A for summer
PENE_1,Penwortham East,R4,R,107.323,-34.039,-36.22768127,2.504,27.728,32.594,0.232,139.646,0,0,N/A for summer
PENW_1,Penwortham West,R4,R,25.795,-31.838,-31.93933904,45.498,53.003,9.075,0.465,140.682,0,0,N/A for summer
PERI_H,Perivale,A7,A,14.454,-1.862,-7.617714637,0,0,0,0,0,0,0,N/A for summer
PERS_P,Persley,T2,T,13.255,-1.636,-4.623564644,0.019,2.345,1.48,0,3.473,0,0,N/A for summer
PEHG_P,Peterhead Grange,T2,T,13.778,-1.635,-3.076451002,0,0,0,0,0,0,0,N/A for summer
PEHS_P,Peterhead Shell,T2,T,3.419,-0.185,-0.313065193,1.072,8.953,15.269,0,1.036,0,0,N/A for summer
PITS_3,Pitsmoor,P3,P,17.962,6.493,2.449173647,0.031,3.877,0,0,0,0,0,N/A for summer
POPP_3,Poppleton,P2,P,12.893,-3.929,-3.929,0.058,7.189,3.336,0,1.909,0,0,N/A for summer
PORA_P,Port Ann,T3,T,1.864,3.125,2.374822437,0.014,1.792,16.082,14.634,10.831,0,0,N/A for summer
PORD,Port Dundas,S5,S,11.415,3.021,-0.170715645,0.013,1.584,0,0,4,0,0,N/A for summer
POOB,Portobello,S6,S,24.531,9.971,5.018003531,0.027,3.298,6.034,0,24.32,0,0,N/A for summer
PYLE_1,Pyle,H1,H,66.887,21.705,19.5650795,0.086,44.538,51.776,0.033,71.409,0,0,N/A for summer
QUOI_P,Quoich,T1,T,0.047,0.205,0.205,0,0,0,0,0,0,0,N/A for summer
RAIN_1,Rainhill,N1,N,150.021,-34.093,-89.55534373,0.152,22.423,1.63,0,103.431,0,0,N/A for summer
RANN_P,Rannoch,T4,T,0.078,1.696,0.716188551,0.001,0.156,0,19.177,0,0,0,N/A for summer
RASS_1,Rassau,H6,H,54.332,17.864,-17.56156251,0.263,92.996,24.89,7.33,122.121,0,0,N/A for summer
RATS_1,Ratcliffe,L7,L,157.839,-59.636,-91.75889884,3.798,97.715,12.166,0,118.242,0,0,N/A for summer
RAVE,Ravenscraig,S6,S,11.289,-4.101,-4.795565481,0,0,0,0,17,0,0,N/A for summer
RAYL_1,Rayleigh,C5,C,112.136,-0.768,-100.651043,10.398,111.953,64.788,0.046,57.226,0,0,N/A for summer
REBR_3,Redbridge,A1,A,36.842,18.649,-10.78073178,0.036,4.423,0,0,1.023,0,0,N/A for summer
REDH,Redhouse,S5,S,11.858,5.075,2.291989642,16.011,11.278,24.006,0,5.5,0,0,N/A for summer
REDM_P,Redmoss,T2,T,43.813,5.149,2.502615363,0.015,1.9,14.92,0,2.52,0,0,N/A for summer
RICH_J,Richborough,C7,C,13.128,1.4,-5.821819374,0.162,79.902,0.017,0,1.108,0,0,N/A for summer
RRIG,Robin Rigg,Q8,Q,72.495,0.36,0.038126237,0,0,0,0,0,0,0,N/A for summer
ROCH_1,Rochdale,N4,N,21.814,8.823,-7.772371614,5.168,22.971,121,0.101,32.21,0,0,N/A for summer
RUGEB1,Rugeley,L5,L,58.767,-6.703,-39.48349993,0.106,13.108,2.495,0.003,5.004,0,0,N/A for summer
RYEH_1,Rye House,A9,A,145.338,90.99,-14.35717936,0.171,26.249,0,0.017,48.307,0,0,N/A for summer
SALT_1,Saltend North,P8,P,39.667,14.346,1.32818238,0.072,15.017,40.021,0,36.071,0,0,N/A for summer
SALH_1,Saltholme,Q2,Q,71.208,25.747,0.125866762,0,0,0,0,324.17,0,0,N/A for summer
SEAB1,Seabank,G7,G,111.817,-23.041,-26.4127763,38.323,107.24,26.578,0.067,123.696,0,0,N/A for summer
SELL_1,Sellindge,C4,C,101.114,118.343,23.22509734,0.255,92.335,0.091,0,11.746,0,0,N/A for summer
SHEC_3,Sheffield City,P3,P,24.308,4.426,-1.036223691,0.005,0.607,0,0,3.95,0,0,N/A for summer
SALL1,Sheringham Shoal,J3,J,218.344,57.318,6.050496083,0,0,0,0,0,0,0,N/A for summer
SHIN_P,Shin,T5,T,4.69,0.821,0.342017483,0.002,0.268,0.024,1.95,0,0,0,N/A for summer
SHRW_1,Shrewsbury,L5,L,51.228,-6.538,-10.72934085,0.311,100.709,3.932,0,25.029,0,0,N/A for summer
SHRU,Shrubhill,S6,S,20.979,0.205,-3.945518587,0.004,0.468,0.005,0,0,0,0,N/A for summer
SIGH,Sighthill,S6,S,34.02,0.68,-5.699125642,0.028,3.482,0.003,0.285,4,0,0,N/A for summer
SKLGB1,Skelton Grange,P1,P,188.937,74.27,-94.73639858,0.366,55.524,1.912,0,98.73,0,0,N/A for summer
SLOY_P,Sloy,T3,T,11.803,3.834,3.718873296,0,0,0,0,0,0,0,N/A for summer
SMAN_1,South Manchester,N2,N,120.598,133.628,-76.36106147,0.331,18.73,0,0.065,48.007,0,0,N/A for summer
SSHI_3,South Shields,Q4,Q,12.54,0.064,-3.285635425,35.075,9.255,0.097,0,0.001,0,0,N/A for summer
SPAV,Spango Valley,S6,S,11.602,11.549,9.098380857,0.008,1.037,0.857,0.064,0,0,0,N/A for summer
SPEN_1,Spennymoor,Q7,Q,54.066,-23.48,-37.9,50.07,29.525,78.178,1.341,24.828,0,0,N/A for summer
SANX,St Andrews Cross,S6,S,11.345,-5.534,-6.88919099,0,0,0,0,0,0,0,N/A for summer
SFEG_P,St Fergus Gas Terminal,T2,T,2.273,3.653,2.719079037,0,0,18.14,0,0,0,0,N/A for summer
SFIL_P,St Fillans,T4,T,0.051,2.082,1.312520096,0.002,0.283,0,7.262,0,0,0,N/A for summer
SJOW_1,St John's Wood,A7,A,247.186,132.048,-65.96472177,0.022,2.762,0,0,25.692,0,0,N/A for summer
SASA,St. Asaph,M6,M,0.123,0,0,0,0,0,0,0,0,0,N/A for summer
STAL_1,Stalybridge,N7,N,119.578,-19.408,-22.49532206,28.711,29.208,0.112,0.141,76.053,0,0,N/A for summer
STAH_1,Stanah,R4,R,16.891,-20.573,-20.90687238,0.109,19.475,0.63,0,1.184,0,0,N/A for summer
STAY_1,Staythorpe,K5,K,82.555,-2.458,-33.07634884,0.278,191.787,6.694,0,60.357,0,0,N/A for summer
STEN_1,Stella North,Q5,Q,65.455,19.911,2.164733802,0.156,11.852,0.003,0,33.09,0,0,N/A for summer
STES_1,Stella South,Q5,Q,79.928,-40.529,-60.41579967,0.229,33.336,29.271,0.221,8.51,0,0,N/A for summer
STIR,Stirling,S5,S,35.091,2.316,-2.903970689,0.102,12.697,22.59,0.433,16.35,0,0,N/A for summer
SBAR,Stoke Bardolph,L7,L,46.72,-28.55,-36.80564876,1.534,63.888,3.814,0.581,38.619,0,0,N/A for summer
STHA,Strathaven,S6,S,14.891,7.523,2.428868506,0.017,2.087,14.441,0.099,0,0,0,N/A for summer
STLE,Strathleven,S5,S,5.048,7.151,2.462285948,0.043,5.282,0.152,2.966,7.851,0,0,N/A for summer
STRI_P,Strichen,T2,T,0.058,-0.327,-0.435434762,0,4.7,19.81,0,0,0,0,N/A for summer
SUND_1,Sundon,D4,D,168.407,24.714,-85.59117317,12.971,163.45,6.568,0.046,137.671,0,0,N/A for summer
SWAN_1,Swansea North,H6,H,163.845,25.45,-30.39890102,1.613,272.393,254.812,8.943,146.275,0,0,N/A for summer
TARL_P,Tarland,T2,T,1.598,1.648,0.881478408,0.014,6.678,9.255,2.519,0,0,0,N/A for summer
TAUN1,Taunton,E8,E,36.647,-8.49,-8.49,34.773,88.259,0.151,0.151,31.177,0,0,N/A for summer
TAYN_P,Taynuilt,T3,T,5.801,0.452,-0.17588511,0.022,2.667,10.901,28.461,0,0,0,N/A for summer
TELR,Telford Road,S6,S,8.97,1.227,-0.922357682,0.01,1.234,0,0,1.58,0,0,N/A for summer
TEMP_3,Templeborough,P3,P,2.173,10.569,10.15555882,0,0,0,0,1,0,0,N/A for summer
THOM_6,Thorpe Marsh,P6,P,25.419,-7.61,-8.185655477,0.456,76.872,1.719,0.116,7.603,0,0,N/A for summer
THUR_6,Thurcroft,P3,P,51.891,0.005,-5.811048763,50.155,19.202,24.757,0.308,86.656,0,0,N/A for summer
THSO_P,Thurso,T5,T,16.374,-11.242,-14.51660883,3.034,4.201,71.307,0.139,19.796,0,0,N/A for summer
TILBB_1,Tilbury,C1,C,54.72,23.05,11.7809965,28.081,28.414,9.2,0,78.129,0,0,N/A for summer
TONG,Tongland,S6,S,6.949,-1.366,-1.366,0.029,3.591,4.7,1.337,0.625,0,0,N/A for summer
TOTT_1,Tottenham,A1,A,87.804,46.336,-71.71028753,0.079,9.751,0,0.256,92.177,0,0,N/A for summer
TRAW_1,Trawsfynydd,M7,M,69.648,-19.504,-19.504,0.116,26.453,156.696,12.055,1.954,0,0,N/A for summer
TUMB_P,Tummel Bridge,T4,T,0.094,1.987,0.62364732,0.013,1.656,0.557,18.527,0,0,0,N/A for summer
TYNE_1,Tynemouth 1,Q4,Q,43.916,5.176,-40.67325294,0,0,0,0,0,0,0,N/A for summer
TYNE_2,Tynemouth 2,Q4,Q,8.104,-5.996,-6.495724188,25.153,18.927,0.006,0,23.316,0,0,N/A for summer
UPPB_1,Upper Boat 132kV,H2,H,66.401,-1.711,-8.512856101,0.197,45.075,65.477,0.776,108.764,0,0,N/A for summer
UPPB_3,Upper Boat 33kV,H2,H,4.317,0.255,-0.540876936,0,20.22,0,0,0,0,0,N/A for summer
USKM_1,Uskmouth,H2,H,100.912,-12.56,-32.81681705,0.243,183.73,28.189,0.045,37.622,0,0,N/A for summer
WALH_1,Walham,G1,G,146.403,124.191,61.07247322,6.988,77.913,0.028,0.008,49.701,0,0,N/A for summer
WABO,Walney 2,R4,R,99.036,2.419,0.256102426,0,0,0,0,0,0,0,N/A for summer
WALP_1,Walpole (_A),J1,J,185.485,-12.522,-41.73522963,10.722,287.359,213.511,0,126.458,0,0,N/A for summer
WALP_B,Walpole (_B),J1,J,36.515,0.103,-8.631743526,0.445,132.607,20.578,0,89.618,0,0,N/A for summer
WARL_1,Warley,C6,C,52.546,77.09,-32.02116,0.093,16.492,1.62,0.424,68.153,0,0,N/A for summer
WASF_1,Washway Farm,N1,N,47.241,14.491,-2.927904193,49.922,9.323,2.312,0,68.58,0,0,N/A for summer
WATFS_1,Watford South,A6,A,102.072,49.241,-23.36897273,0.134,16.595,0.243,0,4.212,0,0,N/A for summer
WBOL_6,West Boldon,Q4,Q,64.744,18.876,1.903871433,6.71,28.033,6.259,0,1.038,0,0,N/A for summer
WBUR_1,West Burton,K6,K,57.693,-5.144,-7.534258095,12.376,109.182,3.404,0,35.619,0,0,N/A for summer
WGEO,West George Street,S5,S,16.654,-3.28,-5.865534047,0,0,0,0,6,0,0,N/A for summer
WHAM_1,West Ham,A1,A,119.7075,26.098,-157.6645816,2.923,9.041,0.006,0.465,45.059,0,0,N/A for summer
WMEL_1,West Melton,P3,P,205.354,-32.172,-71.46702048,61.447,30.634,76.583,1.862,176.386,0,0,N/A for summer
WTHU31,West Thurrock,A1,A,21.63,13.801,1.195038262,0.024,2.996,0,0,21.45,0,0,N/A for summer
WWEY_1,West Weybridge,A8,A,115.629,15.833,-43.07082908,6.221,30.733,0,0.041,7.317,0,0,N/A for summer
WFIE,Westfield,S5,S,8.526,-3.127,-4.347107033,0.017,2.05,20.267,0,12.18,0,0,N/A for summer
WHGA_1,Whitegate,N4,N,83.864,49.749,-44.05544942,20.215,26.623,0.075,0,52.092,0,0,N/A for summer
WHHO,Whitehouse,S6,S,16.543,1.317,-1.844646052,0.012,1.494,0,0.006,0.003,0,0,N/A for summer
WIEN_1,Willenhall,L2,L,34.198,15.678,-19.28602922,8.211,17.465,0.003,0,34.935,0,0,N/A for summer
WISD_1,Willesden 132kV,A7,A,82.115,22.6,-41.09380405,0.009,1.071,0.004,0,0.932,0,0,N/A for summer
WISD_6,Willesden 66kV,A7,A,21.104,-2.421,-10.71504309,0.022,2.784,0,0,2.406,0,0,N/A for summer
WILL_1,Willington,L5,L,199.032,84.109,31.94543525,0.462,101.321,24.139,0.856,110.705,0,0,N/A for summer
WIOW_P,Willowdale,T2,T,9.679,-2.671,-3.862847597,0.003,0.364,0,2.66,0,0,0,N/A for summer
WIMBN1,Wimbledon North,A4,A,34.718,1.778,-22.8629957,0,0,0,0,0,0,0,N/A for summer
WIMBS1,Wimbledon South,A4,A,161.385,7.912,-106.9233605,0.112,13.839,0.004,0.116,24.179,0,0,N/A for summer
WIBA_3,Wincobank,P3,P,0.04,-5.573,-7.269101358,0,0,0,0,43.204,0,0,N/A for summer
WISH,Wishaw,S6,S,17.629,5.258,-0.280858167,0.037,4.62,22.233,0,20,0,0,N/A for summer
WOHI_P,Woodhill,T2,T,11.698,-2.594,-3.046269734,0.032,4.015,0,0,9.981,0,0,N/A for summer
WYLF_1,Wylfa,M8,M,19.613,41.745,-2.633970152,0.038,34.561,40.688,0,3.05,0,0,N/A for summer
WYMOM_1,Wymondley,D5,D,67.822,17.476,-36.92508762,0.17,58.713,21.058,0,46.011,0,0,N/A for summer
G_EXTRA_1,Dumfries 11,S6,S,0,0,0,0.018,2.264,0.107,0.301,0.876,0,0,N/A for summer
G_EXTRA_2,Dumfries 33,S6,S,27.458,14.836,8.133773083,0.018,2.264,19.307,0.301,1.876,0,0,N/A for summer
G_EXTRA_3,Dumfries ICI,S6,S,7.297,-0.699,-2.503036691,0.018,2.264,0.107,0.301,0.876,0,0,N/A for summer
G_EXTRA_4,Grangemouth A,S6,S,16.448,1.271,-1.30735031,0.017,2.055,1.105,0,20.901,0,0,N/A for summer
G_EXTRA_5,Grangemouth C,S6,S,9.391,2.444,0.322924002,0.017,2.055,1.105,0,0.001,0,0,N/A for summer
G_EXTRA_6,Kilbowie 11,S5,S,0.876,-3.477,-3.477,0.008,0.995,0,0,0,0,0,N/A for summer
G_EXTRA_7,Kilbowie 33,S5,S,9.503,3.281,1.739145718,0.008,0.995,0,0,0,0,0,N/A for summer
G_EXTRA_8,Saltcoats A,S6,S,33.432,8.072,1.505455818,0.023,2.834,54.274,1.181,1.2,0,0,N/A for summer
G_EXTRA_9,Saltcoats B,S6,S,5.277,-0.754,-2.923485508,0.023,2.834,46.374,1.181,2.8,0,0,N/A for summer
G_EXTRA_10,Crookston A,S6,S,4.9,1.107,-1.886127871,0.008,0.952,1.669,0,0,0,0,N/A for summer
G_EXTRA_11,Crookston B,S6,S,7.944,-0.064,-3.697190377,0.008,0.952,24.299,0,0,0,0,N/A for summer
G_EXTRA_12,Shetland,T5,T,0,0,0,0,0,49.47,0,10.17,0,0,N/A for summer
ROTI3,Rothienorman,T2,T,3.3141822,0.245,0.245,0,0,36.375,0,0,0,0,N/A for summer
G_EXTRA_14,Finstown,T5,T,0,0,0,0,0,0,0,0,0,0,N/A for summer
G_EXTRA_15,Lesmahagow,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
G_EXTRA_16,Moffat,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
DUNB_A,Dunbar A,S6,S,14.03883,3.025,3.025,0,0,0,0,0,0,0,N/A for summer
DUNB_B,Dunbar B ,S6,S,5.73417,1.236,1.236,0.03,3.696,15.753,0,5.5,0,0,N/A for summer
T_ELSTR-1,Elstree NR,A6,A,11.271,3.288,3.288,0,0,0,0,0,0,0,N/A for summer
T_BUSH_RTK,Bushey NR,A6,A,15.748,6.336,6.336,0,0,0,0,0,0,0,N/A for summer
T_CORM_RTK,Correy's Mill NR,D5,D,19.898,8.006,8.006,0,0,0,0,0,0,0,N/A for summer
T_LBUZ_RTK,LEIGHTON BUZZARD NR,D4,D,25.849,10.401,10.401,0,0,0,0,0,0,0,N/A for summer
T_LONGB-RTK,Long Buckby Wharf NR,L3,L,15.304,6.158,6.158,0,0,0,0,0,0,0,N/A for summer
T_PATB_RTK,Patford Bridge NR,L3,L,8.359,3.363,3.363,0,0,0,0,0,0,0,N/A for summer
M_ACTLLU_C,LU Acton Lane Supply,A7,A,8.499,3.42,3.42,0,0,0,0,0,0,0,N/A for summer
T_BARK-CTRL,Barking Chnl Tunnel RLink,A1,A,26.502,10.664,10.664,0,0,0,0,0,0,0,N/A for summer
T_BARK_NR,Barking NR,A1,A,4.283,1.723,1.723,0,0,0,0,0,0,0,N/A for summer
T_ANGLD-1,Anglesey Aluminium Demand,M8,M,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_FROD_NR,Frodsham NR,N3,N,8.626,3.471,3.471,0,0,0,0,0,0,0,N/A for summer
T_CASKD-1,Castner Kellner,N3,N,116.677,34.031,34.031,0,0,0,0,0,0,0,N/A for summer
T_BRER_RTK,Brereton NR,L5,L,17.226,6.931,6.931,0,0,0,0,0,0,0,N/A for summer
T_POPP_3RTK,Poppleton NR,P2,P,3.69,1.485,1.485,0,0,0,0,0,0,0,N/A for summer
T_WILCT-1,ETOL - Wilton Site,Q2,Q,2.3,0.671,0.671,0,0,0,0,0,0,0,N/A for summer
M_GRTO,BS Grangetown Supply,Q2,Q,7.485,2.183,2.183,0,0,0,0,0,0,0,N/A for summer
T_TODSD-1,BS Tod Point Supply,Q2,Q,8.12,2.368,2.368,0,0,0,0,0,0,0,N/A for summer
T_HARK_NR,Harker NR,Q8,Q,5.288,2.128,2.128,0,0,0,0,0,0,0,N/A for summer
T_OXEN_NR,Oxenholme NR,R6,R,8.166,3.286,3.286,0,0,0,0,0,0,0,N/A for summer
T_FOXJD-1,Didcot - Foxhall 1,D6,D,5.495,2.211,2.211,0,0,0,0,0,0,0,N/A for summer
T_FOXJD-2,Didcot - Foxhall 2,D6,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_GLNG,Grain LNG Terminal,C3,C,13.1,3.821,3.821,0,0,0,0,0,0,0,N/A for summer
T_SELL-1,Sellindge NR,C4,C,14.572,5.863,5.863,0,0,0,0,0,0,0,N/A for summer
T_SINGL1,Singlewell NR,C2,C,8.832,3.554,3.554,0,0,0,0,0,0,0,N/A for summer
T_BAGED-1,Baglan Energy Park,H1,H,8.643,2.521,2.521,0,0,0,0,0,0,0,N/A for summer
T_LLWSD-1,Llanwern Steelworks,H2,H,17.188,5.013,5.013,0,0,0,0,0,0,0,N/A for summer
T__KYELT003,ASW Tremorfa,H2,H,66.116,19.284,19.284,0,0,0,0,0,0,0,N/A for summer
T__MYELT001,Corus Aldwarke,P3,P,71.721,20.919,20.919,0,0,0,0,0,0,0,N/A for summer
M_TEMP,BOC Brinsworth Supply,P3,P,18.833,5.493,5.493,0,0,0,0,0,0,0,N/A for summer
T_TINSD-1,Tinsley Park Steelworks,P3,P,42.484,12.391,12.391,0,0,0,0,0,0,0,N/A for summer
T_KSGND-1,Kensal Green Crossrail,A7,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_KSGND-2,Kensal Green Crossrail,A7,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T__HYELT002,UKAEA Culham Jet,D6,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_THNJD-1,Thingley Junction 1,G6,G,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_THNJD-2,Thingley Junction 2,G6,G,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_SGGLD-1,Saint Gobain,P6,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_RYHAD-1,Essendine 1,J7,J,1.499,0.603,0.603,0,0,0,0,0,0,0,N/A for summer
T_RYHAD-2,Essendine 2,J7,J,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_PUDMD-1,Pudding Mill Lane 1,A1,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_PUDMD-2,Pudding Mill Lane 2,A1,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_HPC-CES,HPC construction supply,E7,E,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_ALUKD-1,Air Liquide,P6,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_BPGRD-1,Grangemouth B (BP),S6,S,87.495,59.577,59.577,0,0,0,0,0,0,0,N/A for summer
T_BPGRD-2,Grangemouth B (BP),S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_MEADD-1,Meadowhead (Caledonian Paper),S6,S,20.484,6.346,6.346,0,0,0,0,0,0,0,N/A for summer
T_EXMOSSD-1,Mossmoran Exxon,S5,S,12.597,8.022,8.022,0,0,0,0,0,0,0,N/A for summer
T_WHISTLD-1,MOD Harestanes Whistlefield,S5,S,25,6.496,6.496,0,0,0,0,0,0,0,N/A for summer
T_BAGTD-1,Bathgate (Network Rail),S5,S,3.649,1.14,1.14,0,0,0,0,0,0,0,N/A for summer
T_DALRD-1,Dalreoch (Network Rail),S5,S,5.128,3.057,3.057,0,0,0,0,0,0,0,N/A for summer
T_ECCFD-1,Ecclefechan (Network Rail),S6,S,2.559,0.427,0.427,0,0,0,0,0,0,0,N/A for summer
T_EGLSD-1,Eglington  Street (Network Rail),S6,S,8.984,1.65,1.65,0,0,0,0,0,0,0,N/A for summer
T_ELVAD-1,Elvanfoot (Network Rail),S6,S,5.471,1.824,1.824,0,0,0,0,0,0,0,N/A for summer
T_GOWKD-1,Gowkthrapple (Network Rail),S6,S,7.953,0.782,0.782,0,0,0,0,0,0,0,N/A for summer
T_INWID-1,Innerwick (Network Rail),S6,S,3.453,2.245,2.245,0,0,0,0,0,0,0,N/A for summer
T_MARMD-1,Marshall Meadows (Network Rail),S6,S,2.735,1.709,1.709,0,0,0,0,0,0,0,N/A for summer
T_MOSED-1,Mossmorran Shell,S5,S,20.752,11.729,11.729,0,0,0,0,0,0,0,N/A for summer
T_PARHD-1,Carntyne / Parkhead (Network Rail),S6,S,4.066,2.44,2.44,0,0,0,0,0,0,0,N/A for summer
T_POOBD-1,Portobello (Network Rail),S6,S,4.291,2.239,2.239,0,0,0,0,0,0,0,N/A for summer
T_PORGD-1,Port Glasgow (Network Rail),S6,S,1.511,0.324,0.324,0,0,0,0,0,0,0,N/A for summer
T_SACOD-1,Saltcoats / South Beach (Network Rail),S6,S,3.964,0.305,0.305,0,0,0,0,0,0,0,N/A for summer
T_GNHLD-1,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_GNHLD-2,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_GNHLD-3,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_CHAPD-1,Chapelcross Directs,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_RAVED-1,Ravenscraig B (BSC),S6,S,2.966,0.415,0.415,0,0,0,0,0,0,0,N/A for summer
T_SFGSD-1,St Fergus Compressor,T2,T,25,16.5,16.5,0,0,0,0,0,0,0,N/A for summer
T_SFGSD-2,St Fergus Compressor,T2,T,21,13.86,13.86,0,0,0,0,0,0,0,N/A for summer
T_STFERGD-1,St. Fergus Mobil,T2,T,8.184,2.728,2.728,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_2,Hydrogen-SMR-1,T2,T,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_3,Hydrogen-SMR-2,P6,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_4,Hydrogen-SMR-3,N3,N,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_5,Hydrogen-SMR-4,P8,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_6,Hydrogen-SMR-5,C4,C,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_7,Hydrogen-SMR-6,P4,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_8,Hydrogen-SMR-7,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_9,Hydrogen-SMR-8,S5,S,5,1.458,1.458,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_10,Currie Feeder Station NR,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_NWCRS-1,New Cross 1,A4,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_NWCRS-2,New Cross 2,A4,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_IMPRK-1,Imperial Park 1,H6,H,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_IMPRK-2,Imperial Park 2,H6,H,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_SNDND-1,Sundon 1,D4,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_SNDND-2,Sundon 2,D4,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_STBRD-1,Stalybridge,N7,N,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_STBRD-2,Stalybridge,N7,N,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_63,Cardiff Airport 132 (Data_centre),H2,H,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_64,Waltham Cross 275 (Data_centre),A3,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_65,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_66,Brimsdown 132 (Data_centre),A3,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_67,North Hyde 66 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_68,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_69,Didcot A (Data_centre),D6,D,130,37.917,37.917,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_70,Elstree 132 (Data_centre),A6,A,250,72.917,72.917,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_71,Didcot B (Data_centre),D6,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
