Elexon ID,Name,Minor FLOP,Major FLOP,P(Gross),Q Gross,Q net,Embedded Storage,Embedded Solar,Embedded Wind,Embedded Hydro,Embedded Other,Dx Storage Demand,Micro storage Demand,DSR
NURS_1,Nursling,B2,B,307.158,88.663,10.88996764,10.244,118.194,0.055,6.02,22.062,0,0,-7.24
OCKH_1,Ocker Hill,L2,L,104.827,11.33,8.628630715,41.494,6.647,0.004,0,59.4,0,0,-2.102
OFFE_3,Offerton,Q4,Q,53.445,1.405,1.405,0.031,3.834,0.006,0,3.1,0,0,-1.058
OLDB_1,Oldbury,L2,L,97.981,7.527,-7.448246013,0.075,9.334,0,0,37.325,0,0,-2.04
ORMO,Ormonde,R5,R,17.599,1.015,0.020322565,0,0,0,0,0,0,0,-0.388
ORRI_P,Orrin,T1,T,0,0,0,0,0,1,0,0,0,0,0
OSBA_1,Osbaldwick,P6,P,324.372,-2.205,-2.319692968,3.177,45.538,4.1,5.933,26.211,0,0,-7.406
PADIB1,Padiham,N5,N,241.174,8.242,5.758975953,0.167,20.697,29.688,0.258,14.455,0,0,-5.419
PAIS,Paisley,S6,S,28.302,2.965,-0.243117983,0.003,0.379,0,0,4.252,0,0,-0.767
PART,Partick,S5,S,38.574,3.161,1.61406659,0.002,0.244,0,0,0,0,0,-0.926
PELH_1,Pelham,D5,D,282.506,5.778,-5.217460321,105.26,194.238,0.58,0,33.737,0,0,-5.995
PEMB_1,Pembroke,H6,H,198.986,-9.337,-22.33238428,0.176,210.121,18.345,0.548,1.869,0,0,-4.863
PENN_1,Penn,L1,L,278.311,39.086,8.88603,0.037,4.574,0.011,0,60.249,0,0,-4.942
PENT_1,Pentir,M6,M,130.033,9.215,-7.092652385,0.136,41.855,62.399,5.85,3.574,0,0,-2.896
PENE_1,Penwortham East,R4,R,403.136,27.835,9.916470341,2.504,27.728,32.594,0.232,139.646,0,0,-9.09
PENW_1,Penwortham West,R4,R,277.773,25.374,10.63088075,45.498,53.003,9.075,0.465,140.682,0,0,-6.197
PERI_H,Perivale,A7,A,29.593,-0.073,-0.69856853,0,0,0,0,0,0,0,-0.655
PERS_P,Persley,T2,T,43.722,1.885,-0.771537561,0.019,2.345,1.48,0,3.473,0,0,-1.067
PEHG_P,Peterhead Grange,T2,T,20.005,1.32,0.038264143,0,0,0,0,0,0,0,-0.565
PEHS_P,Peterhead Shell,T2,T,7.425,0.548,0.434124641,1.072,8.953,15.269,0,1.036,0,0,-0.164
PITS_3,Pitsmoor,P3,P,48.529,5.522,2.508361466,0.031,3.877,0,0,0,0,0,-1.258
POPP_3,Poppleton,P2,P,45.197,-0.341,-0.341,0.058,7.189,3.336,0,1.909,0,0,-1.063
PORA_P,Port Ann,T3,T,25.285,1.656,0.988943347,0.014,1.792,16.082,14.634,10.831,0,0,-0.66
PORD,Port Dundas,S5,S,33.823,2.69,-0.148068295,0.013,1.584,0,0,4,0,0,-0.849
POOB,Portobello,S6,S,87.787,6.556,2.151803697,0.027,3.298,6.034,0,24.32,0,0,-2.111
PYLE_1,Pyle,H1,H,140.572,93.67,-2.607409494,0.086,44.538,51.776,0.033,71.409,0,0,-3.049
QUOI_P,Quoich,T1,T,0.283,0,0,0,0,0,0,0,0,0,-0.007
RAIN_1,Rainhill,N1,N,387.431,26.474,-39.14785224,0.152,22.423,1.63,0,103.431,0,0,-8.17
RANN_P,Rannoch,T4,T,2.279,0.124,-0.747246727,0.001,0.156,0,19.177,0,0,0,-0.068
RASS_1,Rassau,H6,H,213.332,18.675,6.327706769,0.263,92.996,24.89,7.33,122.121,0,0,-4.762
RATS_1,Ratcliffe,L7,L,469.61,44.709,-33.39121536,3.798,97.715,12.166,0,118.242,0,0,-10.596
RAVE,Ravenscraig,S6,S,6.29,1.552,0.934393518,0,0,0,0,17,0,0,-0.156
RAYL_1,Rayleigh,C5,C,498.048,82.99,-23.7086251,10.398,111.953,64.788,0.046,57.226,0,0,-10.703
REBR_3,Redbridge,A1,A,124.694,15.77,-3.067895739,0.036,4.423,0,0,1.023,0,0,-2.666
REDH,Redhouse,S5,S,40.745,6.536,4.061351773,16.011,11.278,24.006,0,5.5,0,0,-0.975
REDM_P,Redmoss,T2,T,41.67,7.984,5.630839139,0.015,1.9,14.92,0,2.52,0,0,-1.113
RICH_J,Richborough,C7,C,4.497,7.027,0.01307185,0.162,79.902,0.017,0,1.108,0,0,0
RRIG,Robin Rigg,Q8,Q,10.004,0.859,0.026858852,0,0,0,0,0,0,0,-0.202
ROCH_1,Rochdale,N4,N,248.861,12.185,6.031664818,5.168,22.971,121,0.101,32.21,0,0,-5.704
RUGEB1,Rugeley,L5,L,225.458,39.6,-11.54306453,0.106,13.108,2.495,0.003,5.004,0,0,-4.326
RYEH_1,Rye House,A9,A,395.288,4.782,-5.522228108,0.171,26.249,0,0.017,48.307,0,0,-8.328
SALT_1,Saltend North,P8,P,74.532,14.308,4.401235215,0.072,15.017,40.021,0,36.071,0,0,-1.73
SALH_1,Saltholme,Q2,Q,256.317,22.255,1.255,0,0,0,0,324.17,0,0,-5.807
SEAB1,Seabank,G7,G,368.462,22.855,12.45076368,38.323,107.24,26.578,0.067,123.696,0,0,-7.935
SELL_1,Sellindge,C4,C,117.639,-10.644,-75.64096744,0.255,92.335,0.091,0,11.746,0,0,-2.529
SHEC_3,Sheffield City,P3,P,76.789,7.739,3.164866465,0.005,0.607,0,0,3.95,0,0,-2.315
SALL1,Sheringham Shoal,J3,J,183.519,45.132,0.86766203,0,0,0,0,0,0,0,-4.105
SHIN_P,Shin,T5,T,1.794,1.529,1.103089535,0.002,0.268,0.024,1.95,0,0,0,-0.05
SHRW_1,Shrewsbury,L5,L,94.471,10.557,2.478346738,0.311,100.709,3.932,0,25.029,0,0,-1.989
SHRU,Shrubhill,S6,S,51.411,4.163,0.472365708,0.004,0.468,0.005,0,0,0,0,-1.37
SIGH,Sighthill,S6,S,88.628,4.355,-1.317308015,0.028,3.482,0.003,0.285,4,0,0,-2.238
SKLGB1,Skelton Grange,P1,P,572.501,58.844,-20.07644782,0.366,55.524,1.912,0,98.73,0,0,-11.647
SLOY_P,Sloy,T3,T,2.043,0.405,0.302629524,0,0,0,0,0,0,0,-0.046
SMAN_1,South Manchester,N2,N,340.813,53.344,-49.18227848,0.331,18.73,0,0.065,48.007,0,0,-7.623
SSHI_3,South Shields,Q4,Q,73.735,-0.655,-0.655,35.075,9.255,0.097,0,0.001,0,0,-1.394
SPAV,Spango Valley,S6,S,30.232,0.74,-1.439086506,0.008,1.037,0.857,0.064,0,0,0,-0.815
SPEN_1,Spennymoor,Q7,Q,237.255,28.531,21.321,50.07,29.525,78.178,1.341,24.828,0,0,-4.79
SANX,St Andrews Cross,S6,S,30.37,2.924,1.718966404,0,0,0,0,0,0,0,-0.76
SFEG_P,St Fergus Gas Terminal,T2,T,5.683,1.546,0.715559018,0,0,18.14,0,0,0,0,-0.168
SFIL_P,St Fillans,T4,T,2.171,5.142,4.457779737,0.002,0.283,0,7.262,0,0,0,-0.051
SJOW_1,St John's Wood,A7,A,639.793,111.113,1.354305979,0.022,2.762,0,0,25.692,0,0,-19.503
SASA,St. Asaph,M6,M,43.533,6.609,0.130327678,0,0,0,0,0,0,0,-0.972
STAL_1,Stalybridge,N7,N,377.712,36.018,30.81132978,28.711,29.208,0.112,0.141,76.053,0,0,-7.533
STAH_1,Stanah,R4,R,139.092,16.574,5.391324424,0.109,19.475,0.63,0,1.184,0,0,-3.084
STAY_1,Staythorpe,K5,K,239.21,48.221,1.242875176,0.278,191.787,6.694,0,60.357,0,0,-5.961
STEN_1,Stella North,Q5,Q,218.457,14.797,0.357665979,0.156,11.852,0.003,0,33.09,0,0,-5.415
STES_1,Stella South,Q5,Q,217.999,3.09,-12.56774775,0.229,33.336,29.271,0.221,8.51,0,0,-4.544
STIR,Stirling,S5,S,55.242,4.78,0.13841066,0.102,12.697,22.59,0.433,16.35,0,0,-1.495
SBAR,Stoke Bardolph,L7,L,172.901,10.352,-17.06640253,1.534,63.888,3.814,0.581,38.619,0,0,-3.841
STHA,Strathaven,S6,S,50.189,2.049,-2.480693335,0.017,2.087,14.441,0.099,0,0,0,-1.155
STLE,Strathleven,S5,S,38.031,6.868,2.698803187,0.043,5.282,0.152,2.966,7.851,0,0,-0.96
STRI_P,Strichen,T2,T,20.143,4.143,4.046579988,0,4.7,19.81,0,0,0,0,-0.51
SUND_1,Sundon,D4,D,686.394,107.989,6.962907206,12.971,163.45,6.568,0.046,137.671,0,0,-13.949
SWAN_1,Swansea North,H6,H,626.463,49.747,11.02180674,1.613,272.393,254.812,8.943,146.275,0,0,-14.192
TARL_P,Tarland,T2,T,15.682,5.031,4.349410263,0.014,6.678,9.255,2.519,0,0,0,-0.384
TAUN1,Taunton,E8,E,143.911,4.788,4.788,34.773,88.259,0.151,0.151,31.177,0,0,-3.103
TAYN_P,Taynuilt,T3,T,33.062,4.478,3.919685594,0.022,2.667,10.901,28.461,0,0,0,-0.856
TELR,Telford Road,S6,S,23.259,1.959,0.047794689,0.01,1.234,0,0,1.58,0,0,-0.428
TEMP_3,Templeborough,P3,P,8.744,6.257,5.778191751,0,0,0,0,1,0,0,-0.208
THOM_6,Thorpe Marsh,P6,P,128.238,-1.944,-1.996588327,0.456,76.872,1.719,0.116,7.603,0,0,-2.865
THUR_6,Thurcroft,P3,P,233.779,10.791,3.612521565,50.155,19.202,24.757,0.308,86.656,0,0,-4.39
THSO_P,Thurso,T5,T,31.765,10.893,7.981223217,3.034,4.201,71.307,0.139,19.796,0,0,-0.77
TILBB_1,Tilbury,C1,C,245.951,12.135,-6.715212237,28.081,28.414,9.2,0,78.129,0,0,-4.399
TONG,Tongland,S6,S,28.897,-0.291,-0.291,0.029,3.591,4.7,1.337,0.625,0,0,-0.788
TOTT_1,Tottenham,A1,A,338.729,65.193,-36.02186518,0.079,9.751,0,0.256,92.177,0,0,-7.166
TRAW_1,Trawsfynydd,M7,M,120.451,-16.227,-17.14260855,0.116,26.453,156.696,12.055,1.954,0,0,-2.704
TUMB_P,Tummel Bridge,T4,T,11.788,-0.529,-1.741290957,0.013,1.656,0.557,18.527,0,0,0,-0.315
TYNE_1,Tynemouth 1,Q4,Q,153.238,23.571,-10.051,0,0,0,0,0,0,0,-3.444
TYNE_2,Tynemouth 2,Q4,Q,63.569,-4.327,-4.327,25.153,18.927,0.006,0,23.316,0,0,-1.124
UPPB_1,Upper Boat 132kV,H2,H,199.177,22.453,-6.95526916,0.197,45.075,65.477,0.776,108.764,0,0,-4.063
UPPB_3,Upper Boat 33kV,H2,H,52.158,11.483,-1.666259238,0,20.22,0,0,0,0,0,-1.16
USKM_1,Uskmouth,H2,H,243.794,40.354,-9.557184092,0.243,183.73,28.189,0.045,37.622,0,0,-5.182
WALH_1,Walham,G1,G,393.519,184.371,121.3042432,6.988,77.913,0.028,0.008,49.701,0,0,-8.214
WABO,Walney 2,R4,R,38.016,3.119,0.065251104,0,0,0,0,0,0,0,-0.842
WALP_1,Walpole (_A),J1,J,515.477,53.883,19.57794048,10.722,287.359,213.511,0,126.458,0,0,-10.593
WALP_B,Walpole (_B),J1,J,565.506,71.156,21.88141225,0.445,132.607,20.578,0,89.618,0,0,-12.585
WARL_1,Warley,C6,C,264.437,57.522,-19.40833236,0.093,16.492,1.62,0.424,68.153,0,0,-5.48
WASF_1,Washway Farm,N1,N,145.457,28.049,7.94347459,49.922,9.323,2.312,0,68.58,0,0,-3.398
WATFS_1,Watford South,A6,A,264.653,85.566,21.59501846,0.134,16.595,0.243,0,4.212,0,0,-5.034
WBOL_6,West Boldon,Q4,Q,231.268,0,0,6.71,28.033,6.259,0,1.038,0,0,-4.593
WBUR_1,West Burton,K6,K,205.406,20.297,8.583852295,12.376,109.182,3.404,0,35.619,0,0,-4.883
WGEO,West George Street,S5,S,44.459,2.98,0.680947383,0,0,0,0,6,0,0,-1.493
WHAM_1,West Ham,A1,A,273.58485,25.496,-83.13424453,2.923,9.041,0.006,0.465,45.059,0,0,-11.185
WMEL_1,West Melton,P3,P,588.418,27.291,-8.905338558,61.447,30.634,76.583,1.862,176.386,0,0,-12.707
WTHU31,West Thurrock,A1,A,49.536,6.152,1.424771089,0.024,2.996,0,0,21.45,0,0,-1.096
WWEY_1,West Weybridge,A8,A,408.326,120.968,-0.371746348,6.221,30.733,0,0.041,7.317,0,0,-8.474
WFIE,Westfield,S5,S,26.155,2.47,1.385082836,0.017,2.05,20.267,0,12.18,0,0,-0.527
WHGA_1,Whitegate,N4,N,282.364,50.048,-1.925370364,20.215,26.623,0.075,0,52.092,0,0,-5.862
WHHO,Whitehouse,S6,S,42.382,0.327,-2.484330462,0.012,1.494,0,0.006,0.003,0,0,-0.953
WIEN_1,Willenhall,L2,L,121.693,17.598,-2.603098472,8.211,17.465,0.003,0,34.935,0,0,-2.365
WISD_1,Willesden 132kV,A7,A,237.185,34.88,-1.122409222,0.009,1.071,0.004,0,0.932,0,0,-5.739
WISD_6,Willesden 66kV,A7,A,64.409,0.839,-0.497827382,0.022,2.784,0,0,2.406,0,0,-1.52
WILL_1,Willington,L5,L,515.821,46.723,6.907845808,0.462,101.321,24.139,0.856,110.705,0,0,-11.315
WIOW_P,Willowdale,T2,T,28.929,-0.713,-1.772788921,0.003,0.364,0,2.66,0,0,0,-0.832
WIMBN1,Wimbledon North,A4,A,124.333,22.267,-7.061891037,0,0,0,0,0,0,0,-2.733
WIMBS1,Wimbledon South,A4,A,512.846,87.894,-29.37788054,0.112,13.839,0.004,0.116,24.179,0,0,-11.558
WIBA_3,Wincobank,P3,P,39.777,-1.199,-1.295792424,0,0,0,0,43.204,0,0,-0.996
WISH,Wishaw,S6,S,64.944,3.991,-0.93414356,0.037,4.62,22.233,0,20,0,0,-1.425
WOHI_P,Woodhill,T2,T,37.09,-1.06,-1.462157503,0.032,4.015,0,0,9.981,0,0,-0.828
WYLF_1,Wylfa,M8,M,52.446,30.266,-6.792617977,0.038,34.561,40.688,0,3.05,0,0,-1.241
WYMOM_1,Wymondley,D5,D,269.037,50.785,-4.169531488,0.17,58.713,21.058,0,46.011,0,0,0
G_EXTRA_1,Dumfries 11,S6,S,0,0,0,0.018,2.264,0.107,0.301,0.876,0,0,0
G_EXTRA_2,Dumfries 33,S6,S,35.766,8.4,2.440390863,0.018,2.264,19.307,0.301,1.876,0,0,-0.812
G_EXTRA_3,Dumfries ICI,S6,S,27.157,7.702,6.097853546,0.018,2.264,0.107,0.301,0.876,0,0,-0.615
G_EXTRA_4,Grangemouth A,S6,S,40.327,0.909,-1.38366485,0.017,2.055,1.105,0,20.901,0,0,-0.892
G_EXTRA_5,Grangemouth C,S6,S,28.584,2.126,0.239942716,0.017,2.055,1.105,0,0.001,0,0,-0.632
G_EXTRA_6,Kilbowie 11,S5,S,5.646,0.101,0.101,0.008,0.995,0,0,0,0,0,-0.11
G_EXTRA_7,Kilbowie 33,S5,S,21.033,3.119,1.747985712,0.008,0.995,0,0,0,0,0,-0.411
G_EXTRA_8,Saltcoats A,S6,S,34.453,5.387,-0.451960273,0.023,2.834,54.274,1.181,1.2,0,0,-0.692
G_EXTRA_9,Saltcoats B,S6,S,33.295,-0.602,-2.531102941,0.023,2.834,46.374,1.181,2.8,0,0,-0.669
G_EXTRA_10,Crookston A,S6,S,28.165,-0.566,-3.227484374,0.008,0.952,1.669,0,0,0,0,-0.434
G_EXTRA_11,Crookston B,S6,S,23.21,3.249,0.0183731,0.008,0.952,24.299,0,0,0,0,-0.357
G_EXTRA_12,Shetland,T5,T,0,0,0,0,0,49.47,0,10.17,0,0,0
ROTI3,Rothienorman,T2,T,15.3371727,0,0,0,0,36.375,0,0,0,0,0
G_EXTRA_14,Finstown,T5,T,0,0,0,0,0,0,0,0,0,0,0
G_EXTRA_15,Lesmahagow,S6,S,0,0,0,0,0,0,0,0,0,0,0
G_EXTRA_16,Moffat,S6,S,0,0,0,0,0,0,0,0,0,0,0
DUNB_A,Dunbar A,S6,S,14.84965,11.742,11.742,0,0,0,0,0,0,0,0
DUNB_B,Dunbar B ,S6,S,6.06535,0.133,0.133,0.03,3.696,15.753,0,5.5,0,0,0
T_ELSTR-1,Elstree NR,A6,A,11.271,3.288,3.288,0,0,0,0,0,0,0,0
T_BUSH_RTK,Bushey NR,A6,A,15.748,6.336,6.336,0,0,0,0,0,0,0,0
T_CORM_RTK,Correy's Mill NR,D5,D,19.898,8.006,8.006,0,0,0,0,0,0,0,0
T_LBUZ_RTK,LEIGHTON BUZZARD NR,D4,D,25.849,10.401,10.401,0,0,0,0,0,0,0,0
T_LONGB-RTK,Long Buckby Wharf NR,L3,L,15.304,6.158,6.158,0,0,0,0,0,0,0,0
T_PATB_RTK,Patford Bridge NR,L3,L,8.359,3.363,3.363,0,0,0,0,0,0,0,0
M_ACTLLU_C,LU Acton Lane Supply,A7,A,8.499,3.42,3.42,0,0,0,0,0,0,0,0
T_BARK-CTRL,Barking Chnl Tunnel RLink,A1,A,26.502,10.664,10.664,0,0,0,0,0,0,0,0
T_BARK_NR,Barking NR,A1,A,4.283,1.723,1.723,0,0,0,0,0,0,0,0
T_ANGLD-1,Anglesey Aluminium Demand,M8,M,0,0,0,0,0,0,0,0,0,0,0
T_FROD_NR,Frodsham NR,N3,N,8.626,3.471,3.471,0,0,0,0,0,0,0,0
T_CASKD-1,Castner Kellner,N3,N,116.677,34.031,34.031,0,0,0,0,0,0,0,0
T_BRER_RTK,Brereton NR,L5,L,17.226,6.931,6.931,0,0,0,0,0,0,0,0
T_POPP_3RTK,Poppleton NR,P2,P,3.69,1.485,1.485,0,0,0,0,0,0,0,0
T_WILCT-1,ETOL - Wilton Site,Q2,Q,2.3,0.671,0.671,0,0,0,0,0,0,0,0
M_GRTO,BS Grangetown Supply,Q2,Q,7.485,2.183,2.183,0,0,0,0,0,0,0,0
T_TODSD-1,BS Tod Point Supply,Q2,Q,8.12,2.368,2.368,0,0,0,0,0,0,0,0
T_HARK_NR,Harker NR,Q8,Q,5.288,2.128,2.128,0,0,0,0,0,0,0,0
T_OXEN_NR,Oxenholme NR,R6,R,8.166,3.286,3.286,0,0,0,0,0,0,0,0
T_FOXJD-1,Didcot - Foxhall 1,D6,D,5.495,2.211,2.211,0,0,0,0,0,0,0,0
T_FOXJD-2,Didcot - Foxhall 2,D6,D,0,0,0,0,0,0,0,0,0,0,0
T_GLNG,Grain LNG Terminal,C3,C,13.1,3.821,3.821,0,0,0,0,0,0,0,0
T_SELL-1,Sellindge NR,C4,C,14.572,5.863,5.863,0,0,0,0,0,0,0,0
T_SINGL1,Singlewell NR,C2,C,8.832,3.554,3.554,0,0,0,0,0,0,0,0
T_BAGED-1,Baglan Energy Park,H1,H,8.643,2.521,2.521,0,0,0,0,0,0,0,0
T_LLWSD-1,Llanwern Steelworks,H2,H,17.188,5.013,5.013,0,0,0,0,0,0,0,0
T__KYELT003,ASW Tremorfa,H2,H,66.116,19.284,19.284,0,0,0,0,0,0,0,0
T__MYELT001,Corus Aldwarke,P3,P,71.721,20.919,20.919,0,0,0,0,0,0,0,0
M_TEMP,BOC Brinsworth Supply,P3,P,18.833,5.493,5.493,0,0,0,0,0,0,0,0
T_TINSD-1,Tinsley Park Steelworks,P3,P,42.484,12.391,12.391,0,0,0,0,0,0,0,0
T_KSGND-1,Kensal Green Crossrail,A7,A,0,0,0,0,0,0,0,0,0,0,0
T_KSGND-2,Kensal Green Crossrail,A7,A,0,0,0,0,0,0,0,0,0,0,0
T__HYELT002,UKAEA Culham Jet,D6,D,0,0,0,0,0,0,0,0,0,0,0
T_THNJD-1,Thingley Junction 1,G6,G,0,0,0,0,0,0,0,0,0,0,0
T_THNJD-2,Thingley Junction 2,G6,G,0,0,0,0,0,0,0,0,0,0,0
T_SGGLD-1,Saint Gobain,P6,P,0,0,0,0,0,0,0,0,0,0,0
T_RYHAD-1,Essendine 1,J7,J,1.499,0.603,0.603,0,0,0,0,0,0,0,0
T_RYHAD-2,Essendine 2,J7,J,0,0,0,0,0,0,0,0,0,0,0
T_PUDMD-1,Pudding Mill Lane 1,A1,A,0,0,0,0,0,0,0,0,0,0,0
T_PUDMD-2,Pudding Mill Lane 2,A1,A,0,0,0,0,0,0,0,0,0,0,0
T_HPC-CES,HPC construction supply,E7,E,0,0,0,0,0,0,0,0,0,0,0
T_ALUKD-1,Air Liquide,P6,P,0,0,0,0,0,0,0,0,0,0,0
T_BPGRD-1,Grangemouth B (BP),S6,S,87.495,59.577,59.577,0,0,0,0,0,0,0,0
T_BPGRD-2,Grangemouth B (BP),S6,S,0,0,0,0,0,0,0,0,0,0,0
T_MEADD-1,Meadowhead (Caledonian Paper),S6,S,20.484,6.346,6.346,0,0,0,0,0,0,0,0
T_EXMOSSD-1,Mossmoran Exxon,S5,S,12.597,8.022,8.022,0,0,0,0,0,0,0,0
T_WHISTLD-1,MOD Harestanes Whistlefield,S5,S,25,6.496,6.496,0,0,0,0,0,0,0,0
T_BAGTD-1,Bathgate (Network Rail),S5,S,3.649,1.14,1.14,0,0,0,0,0,0,0,0
T_DALRD-1,Dalreoch (Network Rail),S5,S,5.128,3.057,3.057,0,0,0,0,0,0,0,0
T_ECCFD-1,Ecclefechan (Network Rail),S6,S,2.559,0.427,0.427,0,0,0,0,0,0,0,0
T_EGLSD-1,Eglington  Street (Network Rail),S6,S,8.984,1.65,1.65,0,0,0,0,0,0,0,0
T_ELVAD-1,Elvanfoot (Network Rail),S6,S,5.471,1.824,1.824,0,0,0,0,0,0,0,0
T_GOWKD-1,Gowkthrapple (Network Rail),S6,S,7.953,0.782,0.782,0,0,0,0,0,0,0,0
T_INWID-1,Innerwick (Network Rail),S6,S,3.453,2.245,2.245,0,0,0,0,0,0,0,0
T_MARMD-1,Marshall Meadows (Network Rail),S6,S,2.735,1.709,1.709,0,0,0,0,0,0,0,0
T_MOSED-1,Mossmorran Shell,S5,S,20.752,11.729,11.729,0,0,0,0,0,0,0,0
T_PARHD-1,Carntyne / Parkhead (Network Rail),S6,S,4.066,2.44,2.44,0,0,0,0,0,0,0,0
T_POOBD-1,Portobello (Network Rail),S6,S,4.291,2.239,2.239,0,0,0,0,0,0,0,0
T_PORGD-1,Port Glasgow (Network Rail),S6,S,1.511,0.324,0.324,0,0,0,0,0,0,0,0
T_SACOD-1,Saltcoats / South Beach (Network Rail),S6,S,3.964,0.305,0.305,0,0,0,0,0,0,0,0
T_GNHLD-1,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,0
T_GNHLD-2,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,0
T_GNHLD-3,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,0
T_CHAPD-1,Chapelcross Directs,S6,S,0,0,0,0,0,0,0,0,0,0,0
T_RAVED-1,Ravenscraig B (BSC),S6,S,2.966,0.415,0.415,0,0,0,0,0,0,0,0
T_SFGSD-1,St Fergus Compressor,T2,T,25,16.5,16.5,0,0,0,0,0,0,0,0
T_SFGSD-2,St Fergus Compressor,T2,T,21,13.86,13.86,0,0,0,0,0,0,0,0
T_STFERGD-1,St. Fergus Mobil,T2,T,8.184,2.728,2.728,0,0,0,0,0,0,0,0
B_EXTRA_2,Hydrogen-SMR-1,T2,T,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_3,Hydrogen-SMR-2,P6,P,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_4,Hydrogen-SMR-3,N3,N,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_5,Hydrogen-SMR-4,P8,P,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_6,Hydrogen-SMR-5,C4,C,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_7,Hydrogen-SMR-6,P4,P,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_8,Hydrogen-SMR-7,S6,S,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_9,Hydrogen-SMR-8,S5,S,5,1.458,1.458,0,0,0,0,0,0,0,0
B_EXTRA_10,Currie Feeder Station NR,S6,S,0,0,0,0,0,0,0,0,0,0,0
T_NWCRS-1,New Cross 1,A4,A,0,0,0,0,0,0,0,0,0,0,0
T_NWCRS-2,New Cross 2,A4,A,0,0,0,0,0,0,0,0,0,0,0
T_IMPRK-1,Imperial Park 1,H6,H,0,0,0,0,0,0,0,0,0,0,0
T_IMPRK-2,Imperial Park 2,H6,H,0,0,0,0,0,0,0,0,0,0,0
T_SNDND-1,Sundon 1,D4,D,0,0,0,0,0,0,0,0,0,0,0
T_SNDND-2,Sundon 2,D4,D,0,0,0,0,0,0,0,0,0,0,0
T_STBRD-1,Stalybridge,N7,N,0,0,0,0,0,0,0,0,0,0,0
T_STBRD-2,Stalybridge,N7,N,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_63,Cardiff Airport 132 (Data_centre),H2,H,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_64,Waltham Cross 275 (Data_centre),A3,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_65,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_66,Brimsdown 132 (Data_centre),A3,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_67,North Hyde 66 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_68,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_69,Didcot A (Data_centre),D6,D,130,37.917,37.917,0,0,0,0,0,0,0,0
B_EXTRA_70,Elstree 132 (Data_centre),A6,A,250,72.917,72.917,0,0,0,0,0,0,0,0
B_EXTRA_71,Didcot B (Data_centre),D6,D,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_72,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_73,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_74,Berkswell (Rail),L3,L,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_75,Ickenham (new) (Rail),D4,D,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_76,Quainton (new) (Rail),A6,A,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_77,Parkgate (Rail),L5,L,88,0,0,0,0,0,0,0,0,0,0
B_EXTRA_78,Parkgate (Rail),L5,L,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_79,Upper Boat 275 (Rail),H2,H,88,25.667,25.667,0,0,0,0,0,0,0,0
B_EXTRA_80,Staythorpe 132 (N_Rail),K5,K,14,4.083,4.083,0,0,0,0,0,0,0,0
B_EXTRA_81,Wymondley 400 (N_Rail),D5,D,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_82,Bramley 400 (N_Rail),B4,B,68,19.833,19.833,0,0,0,0,0,0,0,0
B_EXTRA_83,Dingley Wood 400 (N_Rail),L3,L,92.4,26.95,26.95,0,0,0,0,0,0,0,0
B_EXTRA_84,Hasland (New) (N_Rail),P3,P,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_85,Kegworth (New) (N_Rail),L7,L,0,0,0,0,0,0,0,0,0,0,0
B_EXTRA_86,Laleham 275 (N_Rail),A6,A,0,0,0,0,0,0,0,0,0,0,0
