PEHE,57.477213,-1.788879
STEW,54.974587,-1.73281
HAWP,54.805041,-1.404669
HARK,54.94209,-2.962983
BLHI,57.522844,-2.948076
COCK,55.96662487,-2.967000664
HUNE,55.720762,-4.894689
LOAN,56.051172,-3.681612
NORT,54.592635,-1.364897
STHA,55.75262403,-4.08020138
TEAL,56.521115,-2.978109
TUMM,56.707032,-4.028471
WYHI,55.930362,-4.376731,actually WIYH
BEAU,57.467371,-4.492274
KINT,57.218926,-2.380778
NGET,54,-1
